144598;1;3;13;14;18;44;2
681113;6;7;11;27;37;41;0
618235;8;11;15;25;33;38;4
895418;7;18;26;30;44;45;8
194344;3;6;8;20;31;44;9
541326;14;23;37;38;39;45;0
130135;4;15;25;27;37;41;3
276575;8;12;15;28;39;44;8
854060;16;24;25;28;37;45;9
851107;8;10;20;26;35;36;7
378594;2;17;21;31;38;39;5
548335;4;10;12;17;23;34;5
447379;4;21;23;25;33;34;5
455102;4;11;14;15;28;41;8
944814;11;16;25;26;27;45;9
754078;3;27;28;33;35;38;7
438097;5;14;17;22;23;44;5
592517;21;29;30;33;36;37;8
635795;3;6;11;18;21;41;4
465742;12;25;26;37;41;44;6
201478;1;8;10;27;35;38;1
371317;1;14;33;35;42;44;5
413887;9;14;19;22;28;39;0
901131;13;24;28;37;43;44;7
758521;6;9;14;27;30;33;7
625851;2;7;10;16;17;28;3
534923;4;15;23;24;30;31;3
989357;4;6;17;18;19;31;3
990637;20;22;26;35;38;41;9
208347;6;11;20;41;42;44;2
831168;5;10;11;17;30;44;3
917649;2;7;11;28;30;32;6
501171;6;10;18;21;35;44;9
944004;6;15;18;21;30;31;1
473241;1;6;37;39;43;45;7
113027;3;6;22;30;35;41;4
570895;7;10;12;16;42;45;6
904887;6;8;9;13;22;32;5
122842;1;12;18;25;27;32;2
435550;3;5;14;36;43;44;0
494795;1;6;14;16;36;44;5
319091;2;5;14;16;24;31;3
785737;3;7;13;15;17;26;4
382365;14;19;20;30;40;41;3
961063;7;10;23;38;41;42;9
192080;4;8;18;30;37;40;9
806463;8;15;17;25;40;42;5
476345;3;5;23;32;33;34;1
221096;7;29;30;32;34;42;8
615817;2;13;29;38;41;45;9
251784;1;2;3;23;32;38;7
887385;3;7;14;34;38;43;0
738134;7;13;15;22;24;42;8
926237;13;19;26;38;39;41;6
446747;5;14;19;34;42;44;2
437119;13;14;27;29;35;37;9
379191;8;18;25;35;36;44;8
161067;3;6;7;21;35;41;6
494756;2;18;20;33;37;42;9
186091;1;2;7;8;17;44;4
375595;3;12;15;17;24;25;6
832961;4;5;8;13;23;32;3
738415;5;11;18;24;32;43;1
589883;2;12;23;26;28;37;8
426356;2;7;18;23;26;28;8
884769;1;18;21;27;39;41;0
334384;5;13;22;23;25;31;3
629841;1;7;9;13;26;36;1
210915;31;35;40;42;43;45;3
387177;8;9;12;26;33;35;6
632192;1;6;11;24;31;32;8
219467;1;15;21;34;37;42;1
893446;1;8;17;19;32;45;6
315453;7;18;21;25;37;38;7
700612;11;14;17;25;41;42;6
625327;4;13;22;27;40;41;4
102383;9;19;34;36;40;44;3
754610;11;16;28;35;39;40;3
394020;15;16;27;30;36;41;4
389810;1;9;12;16;28;37;0
179999;6;7;9;13;14;31;2
767647;7;11;16;20;33;44;8
659821;2;10;14;17;32;35;9
672417;3;7;9;29;31;40;8
716840;4;7;10;13;23;26;6
949714;7;11;17;19;29;37;1
674831;13;16;19;41;42;45;7
463582;2;3;11;12;25;27;5
626714;7;9;17;39;41;44;6
342048;3;7;20;32;34;41;1
390302;13;19;25;29;32;45;0
581304;4;12;23;29;30;37;6
949667;2;19;22;33;36;45;0
850106;10;12;22;26;28;45;2
725302;6;19;27;30;38;41;2
678805;3;10;22;24;30;35;8
870418;5;6;11;17;30;37;3
512135;5;6;16;22;26;40;2
763187;3;9;12;14;17;45;0
227754;1;18;27;29;37;38;7
895122;2;10;17;27;35;38;5
338164;2;8;11;18;31;39;3
233653;2;7;20;28;31;40;2
925336;11;18;19;30;33;34;2
754302;4;7;11;14;29;33;7
214222;3;6;15;24;33;44;9
837916;10;16;25;33;37;45;1
366766;1;13;17;28;41;43;8
263697;2;3;17;26;34;44;0
696875;9;11;18;27;30;36;1
923677;1;6;25;26;29;38;9
765159;4;14;19;21;33;35;8
524631;10;16;26;28;33;44;8
478744;8;13;23;29;32;36;5
272558;1;9;32;33;42;44;5
795335;18;29;34;38;40;45;0
123989;5;13;22;29;41;42;6
942635;2;7;10;33;34;44;1
861904;15;17;18;24;35;38;3
362901;12;24;26;28;30;45;7
246147;2;9;12;40;41;45;7
904481;15;22;32;36;43;44;2
327230;10;14;17;19;31;36;1
657296;3;6;10;12;28;30;2
448119;5;6;14;27;29;38;5
972267;5;10;22;33;38;41;4
703564;3;12;14;21;26;38;7
484805;5;7;18;22;23;29;1
326815;2;4;7;31;32;44;8
717746;13;19;21;24;36;37;1
628919;1;5;13;15;19;41;7
753574;3;6;8;30;39;40;0
711450;5;22;32;34;37;44;6
992457;12;14;16;17;36;37;5
219722;5;10;13;18;23;33;2
613235;3;9;13;19;21;35;8
481949;9;11;15;16;18;38;8
324664;6;14;26;32;34;40;9
322242;9;11;16;28;43;45;8
298744;9;13;21;28;35;37;7
732187;2;13;36;37;41;45;6
719477;18;22;30;31;40;45;5
775099;4;8;16;27;38;41;2
987139;2;7;27;30;38;41;5
765270;1;23;25;29;33;43;3
310094;14;17;27;28;37;43;3
111899;1;7;24;25;40;45;4
287542;12;15;24;27;38;43;7
294713;6;9;10;14;22;33;8
953928;6;12;20;22;33;36;5
665600;8;11;22;34;39;40;9
881134;4;7;25;27;29;45;3
320743;5;25;31;35;38;40;7
552426;13;15;28;30;34;42;7
599446;5;11;16;20;24;38;9
262889;3;8;16;19;30;33;3
366995;12;24;28;32;36;42;4
412394;3;9;19;25;28;38;4
483684;7;14;21;25;36;39;5
129768;10;12;19;24;27;42;5
965669;4;6;9;22;23;45;1
252989;8;12;26;32;37;39;0
127233;1;20;21;27;33;44;6
133527;6;11;16;34;35;45;9
382397;2;4;10;22;30;44;5
735691;5;13;17;33;37;39;5
366620;7;8;14;17;24;27;7
513025;10;13;18;21;27;35;7
488158;11;17;21;29;34;39;4
448902;5;6;19;29;32;38;6
885342;2;5;6;27;35;37;3
986188;1;3;13;23;29;35;3
806835;11;19;22;32;33;34;1
862272;4;11;15;16;26;41;8
330197;1;6;7;23;37;45;4
351511;8;17;21;25;28;43;8
368214;8;16;18;22;30;32;9
235193;9;12;17;28;34;36;8
503167;17;19;23;32;35;36;4
754949;3;5;6;25;35;45;9
868480;1;31;33;34;36;40;4
903898;2;4;16;35;36;37;8
207432;4;9;34;38;41;44;3
332636;18;22;26;41;42;45;1
861957;6;14;20;22;31;45;5
149971;4;5;12;15;17;34;5
440593;10;15;29;33;34;43;0
980779;14;16;21;22;23;32;6
638190;12;15;23;34;39;42;3
145932;4;11;12;14;37;38;8
342096;6;18;22;35;37;44;8
213375;4;10;17;19;30;37;6
817709;4;12;13;17;18;21;2
871652;3;12;13;23;25;43;7
365196;6;14;25;27;32;37;1
683709;10;21;34;37;38;39;4
340087;12;20;21;23;32;35;5
828646;10;11;22;33;36;42;9
870767;3;10;24;29;41;42;6
134120;1;12;13;30;37;41;6
624135;1;8;20;26;29;42;8
981246;7;10;24;26;38;39;4
590227;12;26;30;31;32;35;3
989221;3;14;28;32;35;36;0
205258;3;6;19;35;40;44;2
516706;2;3;6;10;22;41;9
529365;1;2;6;13;28;36;5
939664;3;10;13;22;41;44;1
432087;11;16;17;24;42;45;9
343543;9;11;22;24;26;29;1
676696;9;16;27;33;36;42;5
777158;5;6;13;15;39;41;4
184577;3;8;12;15;26;29;2
247318;7;25;26;33;43;44;7
303221;4;6;8;36;37;40;5
599785;16;21;23;28;31;39;1
664393;4;5;15;25;28;45;3
921887;1;10;30;31;32;45;7
155530;8;9;13;22;23;26;8
994248;9;23;25;30;36;44;6
926400;5;6;15;19;21;27;1
506298;2;3;4;7;13;36;4
601675;2;14;18;23;28;37;5
312262;2;20;21;31;36;44;3
437840;5;10;12;22;30;32;6
645905;1;7;9;22;34;39;2
714244;10;21;25;34;35;39;7
244663;6;7;22;24;31;42;9
807775;6;16;18;19;21;42;4
264632;7;11;19;33;38;42;4
733999;12;13;18;26;35;43;6
548451;3;4;5;12;21;29;9
690499;9;16;17;33;34;39;5
351268;5;29;39;43;44;45;6
284723;8;10;26;29;33;44;7
179941;1;11;17;24;36;38;7
444625;14;18;19;28;32;43;8
882468;7;10;18;24;28;37;8
423278;6;18;21;27;28;40;6
592945;21;23;26;36;39;40;2
204825;4;7;12;15;18;34;8
998190;7;9;37;40;41;44;0
448286;9;11;16;20;33;42;3
427435;1;7;10;30;36;39;9
520279;6;10;23;25;29;35;2
956493;3;5;16;19;40;44;4
256605;2;6;14;19;30;43;8
836527;1;2;8;13;34;44;4
994643;1;3;6;7;17;38;6
798861;2;22;24;33;41;44;9
815579;3;24;35;38;43;45;8
875174;9;20;21;26;31;41;2
276485;5;7;19;25;37;39;4
169224;1;10;26;36;37;40;6
832403;1;3;8;10;33;44;0
133082;8;15;18;31;36;38;3
436526;1;8;12;29;36;45;8
425654;3;20;21;33;34;37;6
116971;1;9;26;28;41;43;6
709275;4;9;19;38;39;44;5
587641;8;12;17;35;36;37;6
337728;3;4;13;14;24;41;8
228021;1;4;17;32;34;41;6
686400;15;19;32;37;39;40;8
444626;2;8;13;15;18;45;5
154985;1;4;19;27;29;34;5
834436;7;15;16;17;28;34;2
279163;1;8;11;28;36;38;0
135352;16;21;22;25;37;42;3
470884;1;2;8;14;21;22;7
403016;6;8;20;30;43;44;9
376891;2;16;24;34;37;40;9
340618;21;22;25;27;29;31;7
609445;3;10;21;30;37;38;8
583964;15;20;26;30;35;40;3
155657;2;6;17;35;44;45;1
876944;6;12;26;28;38;43;2
667246;5;11;13;18;24;39;8
719243;16;26;37;38;39;44;9
117487;8;30;32;37;42;43;6
881354;13;26;32;35;38;42;8
613913;7;11;18;29;41;43;3
250030;4;8;12;20;29;43;6
389159;15;21;24;29;30;42;7
836383;12;14;19;24;33;38;9
512678;11;15;25;28;33;40;1
237499;5;8;15;30;31;44;9
476383;1;17;31;32;33;40;8
804928;18;19;28;29;30;45;0
669612;1;10;14;19;38;40;1
163583;4;17;18;27;40;43;6
869469;6;10;25;28;30;43;5
727705;17;18;30;31;32;35;2
511680;5;9;15;20;26;43;9
494052;9;17;26;29;35;38;8
642164;8;11;29;31;33;44;1
127916;1;9;14;16;19;33;5
832384;2;18;25;31;37;39;1
693427;6;7;11;31;33;37;7
726773;1;10;11;14;24;43;3
861816;1;3;16;36;41;44;4
251328;1;5;13;30;44;45;2
244190;8;18;30;32;33;42;6
607691;7;15;16;17;21;22;3
321837;5;17;18;23;26;43;5
797180;13;23;27;39;40;44;1
523407;1;4;6;8;11;30;0
833755;2;13;17;20;36;43;2
799578;10;30;37;38;39;44;7
604568;4;20;28;31;37;38;9
211739;4;8;13;19;28;32;5
400852;1;2;15;33;39;43;4
967425;17;23;24;28;33;45;4
595432;10;15;16;20;28;43;8
587322;2;8;16;17;26;37;1
773545;6;17;20;31;44;45;7
866261;13;18;24;28;33;40;5
757415;5;15;17;24;33;44;7
977376;5;13;20;23;26;32;7
810960;14;26;34;39;42;44;7
838550;8;14;18;19;26;37;8
594659;4;15;25;28;44;45;1
849940;20;22;25;33;37;38;1
812225;15;16;19;27;33;36;4
590363;3;7;11;23;24;27;9
186336;4;10;12;19;24;45;9
385276;15;19;20;29;33;45;2
768261;16;18;30;33;38;41;8
517727;7;22;23;29;34;40;6
137949;5;7;10;23;38;41;8
251931;14;15;24;26;31;33;3
536349;7;13;14;19;23;41;5
418278;3;13;18;21;41;45;2
774287;1;3;6;7;13;35;9
758246;11;16;24;33;35;38;9
186985;5;10;11;24;25;29;8
106028;6;8;10;17;40;43;2
377628;3;4;11;17;18;24;6
918604;19;27;28;29;30;37;8
484775;4;11;25;30;42;43;3
283534;2;8;10;29;38;41;4
198813;2;3;16;21;37;42;2
804641;1;2;13;15;28;30;0
445139;4;9;10;28;44;45;8
747783;1;16;24;34;40;44;8
